mouse_gene,human_target,source,compound,compound_id,direction,directionality,mechanism_of_action,direct_interaction,max_phase,approved,interaction_score,evidence_source,first_approval,molecule_type,black_box_warning,withdrawn,oral,parenteral,pchembl_best,potency_assay_type,potency_standard_type,compound_direction_class,desired_direction_for_target,direction_matches_desired,human_target_score
Ptges,PTGES,DGIdb,COMPOUND 39 [PMID: 23623673],iuphar.ligand:8875,inhibitor,INHIBITORY,,,,False,1.323299737332068,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,CRISDESALAZINE,drugbank:DB18405,inhibitor,INHIBITORY,,,,False,5.293198949328273,DGIdb: GuideToPharmacology; TTD,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,LY3023703,iuphar.ligand:12211,inhibitor,INHIBITORY,,,,False,2.646599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,MF63,iuphar.ligand:14084,inhibitor,INHIBITORY,,,,False,2.646599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,RECOMBINANT VASCULAR ENDOTHELIAL GROWTH FACTOR,ncit:C1272,,,,,,False,0.3780856392377337,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,ZALOGLANSTAT,ncit:C179135,inhibitor,INHIBITORY,,,,False,2.646599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
Ptges,PTGES,DGIdb,VIPOGLANSTAT,iuphar.ligand:12209,inhibitor,INHIBITORY,,,,False,2.646599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.051495598286759
P4hb,P4HB,DGIdb,MITRATAPIDE,chembl:CHEMBL2104975,inhibitor,INHIBITORY,,,,False,2.035845749741643,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,LOMITAPIDE MESYLATE,chembl:CHEMBL2105662,inhibitor,INHIBITORY,,,approved,True,2.035845749741643,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,DIRLOTAPIDE,chembl:CHEMBL410414,inhibitor,INHIBITORY,,,,False,1.357230499827762,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,RALOXIFENE HYDROCHLORIDE,chembl:CHEMBL1116,,,,,approved,True,0.1850768863401494,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,ASTRAGALIN,chembl:CHEMBL233930,,,,,,False,4.071691499483287,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,SLX-4090,chembl:CHEMBL4297326,inhibitor,INHIBITORY,,,,False,2.035845749741643,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,CHEMBL:CHEMBL522983,chembl:CHEMBL522983,,,,,,False,0.3701537726802988,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,QUERCITRIN,chembl:CHEMBL82242,,,,,,False,1.357230499827762,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,IMPLITAPIDE,chembl:CHEMBL2105804,inhibitor,INHIBITORY,,,,False,2.035845749741643,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,CHEMBL:CHEMBL579956,chembl:CHEMBL579956,,,,,,False,2.035845749741643,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,SYROSINGOPINE,chembl:CHEMBL1399124,,,,,,False,1.017922874870821,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,LIQUIRITIN,chembl:CHEMBL511995,,,,,,False,4.071691499483287,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.0372604812456068
P4hb,P4HB,DGIdb,DIHYDRODAPHNODORIN B,chembl:CHEMBL1532097,,,,,,False,1.017922874870821,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.0372604812456068
Itgb1,ITGB1,DGIdb,ETARACIZUMAB,ncit:C1800,antibody,INHIBITORY,,,,False,1.556823220390668,DGIdb: TALC,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,RG-7594,chembl:CHEMBL2109649,binder,,,,,False,1.556823220390668,DGIdb: ChEMBL,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,JSM 6427,drugbank:DB06139,,,,,,False,3.113646440781337,DGIdb: TTD; TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,VOLOCIXIMAB,ncit:C48426,antibody,INHIBITORY,,,,False,2.075764293854224,DGIdb: TALC; TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,COMPOUND 7 [PMID: 31381331],iuphar.ligand:10450,inhibitor,INHIBITORY,,,,False,0.6227292881562674,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,ATL1102,drugbank:DB04997,,,,,,False,1.556823220390668,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,INTEGRIN RECEPTOR ANTAGONIST GLPG0187,ncit:C96223,,,,,,False,0.5189410734635561,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,VOLOCIXIMAB,chembl:CHEMBL2108061,inhibitor,INHIBITORY,,,,False,1.556823220390668,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,NATALIZUMAB,rxcui:354770,inhibitor,INHIBITORY,,,approved,True,1.037882146927112,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,ATN-161,chembl:CHEMBL4297456,inhibitor,INHIBITORY,,,,False,0.7784116101953342,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,ABITUZUMAB,chembl:CHEMBL2109621,inhibitor,INHIBITORY,,,,False,0.5189410734635561,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,R1295,drugbank:DB05122,,,,,,False,1.037882146927112,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,PF-04605412,chembl:CHEMBL2109622,antibody,INHIBITORY,,,,False,1.556823220390668,DGIdb: TALC,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,FIRATEGRAST,ncit:C76692,,,,,,False,1.556823220390668,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,FIRATEGRAST,drugbank:DB12732,inhibitor,INHIBITORY,,,,False,1.037882146927112,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,ANTI-THYMOCYTE GLOBULIN,ncit:C278,,,,,approved,True,0.2830587673437579,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Itgb1,ITGB1,DGIdb,SAN-300,chembl:CHEMBL4297822,,,,,,False,1.556823220390668,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.9592480567773711
Akap13,AKAP13,DGIdb,HALOPERIDOL DECANOATE,rxcui:26420,,,,,approved,True,1.45019149296665,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,1.8676508019916833
Kcns1,KCNS1,DGIdb,TEDISAMIL,ncit:C72585,blocker,INHIBITORY,,,,False,0.2205499562220113,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.7314918039355744
Kcns1,KCNS1,DGIdb,AMIFAMPRIDINE PHOSPHATE,chembl:CHEMBL3301611,blocker,INHIBITORY,,,approved,True,0.2205499562220113,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.7314918039355744
Kcns1,KCNS1,DGIdb,NERISPIRDINE,chembl:CHEMBL2107762,blocker,INHIBITORY,,,,False,0.1764399649776091,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.7314918039355744
Kcns1,KCNS1,DGIdb,GUANIDINE HYDROCHLORIDE,chembl:CHEMBL1200728,blocker,INHIBITORY,,,approved,True,0.2205499562220113,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.7314918039355744
Kcns1,KCNS1,DGIdb,DALFAMPRIDINE,rxcui:897018,blocker,INHIBITORY,,,approved,True,0.2004999602018285,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.7314918039355744
Kcns1,KCNS1,DGIdb,AMIFAMPRIDINE,rxcui:2106338,blocker,INHIBITORY,,,approved,True,0.2100475773542965,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.7314918039355744
Eed,EED,DGIdb,POCIREDIR,iuphar.ligand:11523,modulator,,,,,False,10.58639789865654,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,1.6361440942431429
Eed,EED,DGIdb,A-395,iuphar.ligand:9525,inhibitor,INHIBITORY,,,,False,10.58639789865654,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.6361440942431429
Eed,EED,DGIdb,ASTEMIZOLE,rxcui:42328,,,,,approved,True,1.924799617937553,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.6361440942431429
Eed,EED,DGIdb,AZ14117230,iuphar.ligand:11784,inhibitor,INHIBITORY,,,,False,10.58639789865654,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.6361440942431429
Eed,EED,DGIdb,MAK683,iuphar.ligand:10515,modulator,,,,,False,21.17279579731309,DGIdb: GuideToPharmacology; TTD,,,,,,,,,,other/unknown,activator,False,1.6361440942431429
Hdac7,HDAC7,DGIdb,CHEMBL:CHEMBL117487,chembl:CHEMBL117487,,,,,,False,0.2347316607240919,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,APICIDIN,iuphar.ligand:7495,,,,,,False,0.2347316607240919,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,ROMIDEPSIN,rxcui:877510,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.1936536200973758,DGIdb: ChEMBL; GuideToPharmacology; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,DACINOSTAT,ncit:C81158,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,0.2347316607240919,DGIdb: GuideToPharmacology; TALC,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,HINOKITIOL,chembl:CHEMBL48310,,,,,,False,0.0860682755988336,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,PSAMMAPLIN A,chembl:CHEMBL83747,,,,,,False,0.1986190975357701,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,SCRIPTAID,iuphar.ligand:7505,inhibitor,INHIBITORY,,,,False,0.3227560334956264,DGIdb: DTC; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,CUDC-101,iuphar.ligand:8894,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,0.1844320191403579,DGIdb: ChEMBL; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,PHENYLBUTYRYLHYDROXAMIC ACID,chembl:CHEMBL55895,,,,,,False,0.2347316607240919,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,4-PHENYLBUTYRIC ACID,rxcui:1546447,inhibitor,INHIBITORY,,,approved,True,0.1936536200973758,DGIdb: DTC; TALC,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,QUISINOSTAT,ncit:C77912,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,0.2151706889970842,DGIdb: ChEMBL; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,BUTYRIC ACID,rxcui:1362696,,,,,,False,0.1844320191403579,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,FIMEPINOSTAT,chembl:CHEMBL3622533,inhibitor,INHIBITORY,,,,False,0.0922160095701789,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,ABEXINOSTAT,ncit:C68920,inhibitor,INHIBITORY,,,,False,0.2347316607240919,DGIdb: ChEMBL; TALC,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,ENTINOSTAT,ncit:C1863,inhibitor,INHIBITORY,,,,False,0.3037703844664718,DGIdb: ChEMBL; DTC,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,GIVINOSTAT HYDROCHLORIDE,chembl:CHEMBL6068400,inhibitor,INHIBITORY,,,approved,True,0.1173658303620459,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,PRACINOSTAT,ncit:C71708,,,,,,False,0.1173658303620459,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,BUTYRYLHYDROXAMIC ACID,chembl:CHEMBL1672332,,,,,,False,0.2347316607240919,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,AR-42,drugbank:DB12707,,,,,,False,0.1173658303620459,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,TMP269,iuphar.ligand:7491,inhibitor,INHIBITORY,,,,False,0.3227560334956263,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,MOCETINOSTAT,ncit:C62521,,,,,,False,0.3972381950715402,DGIdb: DTC; TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,TRICHOSTATIN A,drugbank:DB04297,inhibitor,INHIBITORY,,,,False,0.4076918317839491,DGIdb: DTC; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,CUDC-101,drugbank:DB12174,,,,,,False,0.099309548767885,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,KA1010,iuphar.ligand:9663,inhibitor,INHIBITORY,,,,False,0.1173658303620459,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,SUBEROHYDROXAMIC ACID,chembl:CHEMBL320497,,,,,,False,0.2347316607240919,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,DAUNORUBICIN LIPOSOMAL,rxcui:214468,,,,,approved,True,0.0293414575905114,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,SN-38,iuphar.ligand:6925,,,,,,False,0.2151706889970842,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,SS-208,iuphar.ligand:10490,inhibitor,INHIBITORY,,,,False,0.2151706889970842,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,COLFORSIN,ncit:C166496,,,,,,False,0.3688640382807158,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,PIVALOYLOXYMETHYLBUTYRATE,ncit:C1344,inhibitor,INHIBITORY,,,,False,0.1434471259980561,DGIdb: TALC,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,CHEMBL:CHEMBL1650245,chembl:CHEMBL1650245,,,,,,False,0.2347316607240919,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,PANOBINOSTAT LACTATE,chembl:CHEMBL3545368,inhibitor,INHIBITORY,,,approved,True,0.1173658303620459,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,GIVINOSTAT,rxcui:2678889,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.3873072401947516,DGIdb: GuideToPharmacology; TALC; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,VALPROIC ACID,rxcui:11118,inhibitor,INHIBITORY,,,approved,True,0.1094088249137716,DGIdb: DTC; TALC,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,LARGAZOLE,chembl:CHEMBL1173445,,,,,,False,0.1780722943424145,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,RESMINOSTAT,ncit:C84856,,,,,,False,0.1173658303620459,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,PANOBINOSTAT,rxcui:1603350,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.1549228960779006,DGIdb: GuideToPharmacology; TALC; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,VORINOSTAT,rxcui:194337,inhibitor,INHIBITORY,,,approved,True,0.2634743130576542,DGIdb: DTC; TALC,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,TACEDINALINE,ncit:C2202,inhibitor,INHIBITORY,,,,False,0.3520974910861378,DGIdb: ChEMBL; DTC,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,CHEMBL:CHEMBL324053,chembl:CHEMBL324053,,,,,,False,0.2347316607240919,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.5995021474675888
Hdac7,HDAC7,DGIdb,BELINOSTAT,rxcui:1543543,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.5532960574210738,DGIdb: ChEMBL; DTC; GuideToPharmacology; TALC; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.5995021474675888
Rpl29,RPL29,DGIdb,DORLIMOMAB ARITOX,chembl:CHEMBL2109124,inhibitor,INHIBITORY,,,,False,0.0735166520740037,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5968880857714713
Rpl29,RPL29,DGIdb,ATALUREN,ncit:C169791,modulator,,,,approved,True,0.071723562999028,DGIdb: ChEMBL,,,,,,,,,,other/unknown,activator,False,1.5968880857714713
Rpl29,RPL29,DGIdb,TAPLITUMOMAB PAPTOX,chembl:CHEMBL2107890,inhibitor,INHIBITORY,,,,False,0.0726090390854358,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5968880857714713
Rpl29,RPL29,DGIdb,TELIMOMAB ARITOX,chembl:CHEMBL2108790,inhibitor,INHIBITORY,,,,False,0.0726090390854358,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5968880857714713
Rpl29,RPL29,DGIdb,ELX-02,chembl:CHEMBL4297744,modulator,,,,,False,0.0735166520740037,DGIdb: ChEMBL,,,,,,,,,,other/unknown,activator,False,1.5968880857714713
Rpl29,RPL29,DGIdb,CYCLOHEXIMIDE,ncit:C171712,inhibitor,INHIBITORY,,,,False,0.0619087596412663,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5968880857714713
Rpl29,RPL29,DGIdb,CITATUZUMAB BOGATOX,chembl:CHEMBL1743000,inhibitor,INHIBITORY,,,,False,0.0726090390854358,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5968880857714713
Rpl29,RPL29,DGIdb,MT-3724,chembl:CHEMBL4297789,inhibitor,INHIBITORY,,,,False,0.0726090390854358,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5968880857714713
Rpl29,RPL29,DGIdb,ZOLIMOMAB ARITOX,chembl:CHEMBL2108785,inhibitor,INHIBITORY,,,,False,0.0726090390854358,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.5968880857714713
Lamc1,LAMC1,DGIdb,OCRIPLASMIN,rxcui:29998,cleavage,INHIBITORY,,,approved,True,1.392947091928492,DGIdb: ChEMBL,,,,,,,,,,other/unknown,activator,False,1.5860214111391324
Msh2,MSH2,DGIdb,DURVALUMAB,rxcui:1919503,,,,,approved,True,1.654124671665085,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,1.5750599227118325
Msh2,MSH2,DGIdb,DOXORUBICIN HYDROCHLORIDE,rxcui:142433,,,,,approved,True,0.1594337032930202,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,1.5750599227118325
Msh2,MSH2,DGIdb,CISPLATIN,rxcui:2555,,,,,approved,True,0.1584790104589303,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,1.5750599227118325
Msh2,MSH2,DGIdb,ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680,ncit:C113332,,,,,,False,13.23299737332068,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,1.5750599227118325
Stat3,STAT3,DGIdb,SD-36,iuphar.ligand:12915,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,ACT001,iuphar.ligand:13291,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,COMPOUND 16 [PMID: 38526960],iuphar.ligand:13292,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,TTI-101,iuphar.ligand:12268,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,OCHROMYCINONE,chembl:CHEMBL256705,,,,,,False,2.461952999687569,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,STAT3 INHIBITOR OPB-51602,ncit:C95889,,,,,,False,2.461952999687569,DGIdb: TTD; TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,STAT3 INHIBITOR 8Q,iuphar.ligand:10139,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,BARDOXOLONE METHYL,ncit:C98250,,,,,,False,0.3517075713839384,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CUCURBITACIN B,chembl:CHEMBL507237,,,,,,False,0.4103254999479281,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CHEMBL:CHEMBL2062863,chembl:CHEMBL2062863,,,,,,False,2.461952999687569,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CHEMBL:CHEMBL2062868,chembl:CHEMBL2062868,,,,,,False,2.461952999687569,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,COSMOMYCIN C,chembl:CHEMBL2152009,,,,,,False,2.461952999687569,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CHEMBL:CHEMBL530664,chembl:CHEMBL530664,,,,,,False,0.4103254999479281,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,STAT3 INHIBITOR OPB-31121,ncit:C90588,,,,,,False,1.230976499843784,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,ACITRETIN,rxcui:16818,,,,,approved,True,0.0769360312402365,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CURCUMIN/DOXORUBICIN-ENCAPSULATING NANOPARTICLE IMX-110,ncit:C154569,,,,,,False,1.230976499843784,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,THERAPEUTIC INTERLEUKIN,ncit:C593,,,,,,False,0.3517075713839384,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CHEMBL:CHEMBL578504,chembl:CHEMBL578504,,,,,,False,0.1758537856919692,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,GOLOTIMOD,rxcui:2367440,,,,,,False,1.230976499843784,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,DIGOXIN,rxcui:3407,,,,,approved,True,0.0373023181770843,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,LLL12,iuphar.ligand:12267,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CHEMBL:CHEMBL2062862,chembl:CHEMBL2062862,,,,,,False,2.461952999687569,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CIGLITAZONE,ncit:C72726,,,,,,False,0.4103254999479281,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CHEMBL:CHEMBL1687979,chembl:CHEMBL1687979,,,,,,False,1.230976499843784,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,LIRODEGIMOD,iuphar.ligand:13231,,,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,OSIMERTINIB,rxcui:1721560,,,,,approved,True,0.1230976499843784,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
