mouse_gene,crispr_tier,CRISPR_CAUSAL,crispr_in_secondary_library,crispr_lfc_primary_D4,crispr_lfc_primary_D15,crispr_lfc_secondary_D4,crispr_lfc_secondary_D15,crispr_max_abs_lfc,crispr_guide_consistency_D15,crispr_guide_FDR_D15,crispr_d4_concordant,crispr_cross_library_agree,crispr_effect_class,crispr_direction,human_gene,ortholog_one2one,ortholog_type,fg_young_tibia_lfc,fg_tibia_vs_phalanx_lfc,fg_young_tibia_FDR,fg_tibia_vs_phalanx_FDR,fg_PZ_vs_HZ_lfc,fg_zone_bias,fg_rat_concordant,FAST_GROWTH,fg_score,mouse_zone_top,mouse_zone_specificity,human_zone_top,human_zone_specificity,human_zonal_detected,human_mouse_zone_concordant,height_n_loci,height_n_studies,height_neglog10p,HEIGHT_GWAS,cd200_D4_log2FC,cd200_D4_FDR,cd200_D15_log2FC,cd200_D15_FDR,maturation_slope,maturation_slope_FDR,sc_GSE125464_top_state,sc_GSE125464_max_expr,sc_GSE201605_top_state,sc_GSE201605_max_expr,sc_GSE231795_top_state,sc_GSE231795_max_expr,sc_GSE244881_top_state,sc_GSE244881_max_expr,sc_GSE271634_top_state,sc_GSE271634_max_expr,sc_GSE288529_top_state,sc_GSE288529_max_expr,sc_GSE76157_top_state,sc_GSE76157_max_expr,sc_consensus_state,sc_n_datasets_agree,sc_n_datasets_detected,sc_expr_max,pert_Dnmt1cKO_log2FC,pert_Dnmt1cKO_FDR,pert_Idh1mut_log2FC,pert_Idh1mut_FDR,pert_Adamts17KO_log2FC,pert_Adamts17KO_FDR,pert_STAT3KD_log2FC,pert_STAT3KD_FDR,pert_n_significant,gp_specificity_score,human_ensembl,sc_crispr,sc_fastgrowth,sc_height,sc_human_zonal,sc_gp_specificity,sc_perturbation,screen_effect,inhibitor_effect_on_maturation,desired_intervention_direction,plate_exhaustion_risk,ensembl,ot_symbol,biotype,target_classes,tractability_buckets,has_smallmolecule_tractability,has_antibody_tractability,ot_is_essential,depmap_n_screens,depmap_mean_gene_effect,depmap_frac_essential,n_safety_liabilities,safety_events,n_mouse_phenotypes,mouse_skeletal_phenotypes,chembl_target_ids,n_compounds_chembl,n_compounds_dgidb,n_approved_compounds,pubmed_total,pubmed_growthplate,obscurity_ratio,n_cancer_hallmarks,hallmark_labels,is_tumour_suppressor,is_oncogene,_annotated,TRACTABLE,tractable_class,sc_tractability,n_compounds,n_direction_matched,has_direction_matched_compound,n_direct_compounds,n_approved,best_pchembl,any_oral,any_black_box,any_withdrawn,strongest_compound,COMPOUND_MAPPED,sc_compound,sc_exposure,pen_essentiality,pen_safety,plate_disorganising_phenotype,pen_development,pen_plate_exhaustion,BLACKLIST,blacklist_reasons,SORT_MARKER_ARTIFACT,EXCLUDED_OBVIOUS,score_positive,score_penalty,total_score,novelty_growthplate_papers
Slc7a4,,False,False,0.09162,0.92139,,,0.92139,0.75,0.69178,False,False,KO_promotes_maturation,1.0,SLC7A4,True,ortholog_one2one,0.03745,0.4351,0.00536,0.11103,5.77562,proliferative,False,False,0.49213,proliferative,0.35202,hypertrophic,0.23428,True,False,,,,False,-0.29088,0.06261,0.68104,0.00371,0.08189,0.38441,prehypertrophic,1.66135,prehypertrophic,1.02098,resting,0.73616,hypertrophic,0.8789,resting,0.52242,resting,0.77341,,,resting,3.0,6.0,1.66135,-1.61447,,0.20615,0.99957,,,,,0,-0.27835,ENSG00000099960,0.029,0.00727,0.0,0.01897,0.30041,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.32078,1.2,-0.87922,
H2-M10.6,,False,False,-0.01822,1.04277,,,1.04277,0.75,0.36171,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.00853,,,,,,,,,resting,1.0,1.0,0.00853,,,,,,,,,0,0.0,,0.03283,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.32078,1.2,-0.87922,
Tnfaip8l2,,False,False,-0.09027,1.22193,,,1.22193,0.75,0.39468,False,False,KO_promotes_maturation,1.0,TNFAIP8L2,True,ortholog_one2one,0.36041,-0.05034,0.52762,0.63707,-1.50576,hypertrophic,False,False,0.37311,hypertrophic,0.17437,proliferative,0.14886,True,False,,,,False,,,,,,,,,resting,0.0,proliferative,0.02524,resting,0.0,resting,0.17748,prehypertrophic,0.10991,,,resting,3.0,5.0,0.17748,0.72204,,0.30118,0.99957,1.06553,1.0,0.17878,0.88618,0,-0.57498,ENSG00000163154,0.03846,0.0118,0.0,0.01205,0.27782,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.32063,1.2,-0.87937,
Zfp791,,False,False,0.03331,0.86878,,,0.86878,0.75,0.49201,False,False,KO_promotes_maturation,1.0,ZNF791,True,ortholog_one2one,-1.27797,-1.83788,0.13603,0.02281,3.66035,proliferative,False,False,-1.89687,,,perichondrium,0.27784,True,False,,,,False,-0.32875,0.1204,0.19331,0.47662,0.16316,0.11487,prehypertrophic,0.23911,resting,1.34125,resting,0.76315,hypertrophic,0.2747,resting,1.50958,hypertrophic,1.26505,,,resting,3.0,6.0,1.50958,-1.14871,,-0.0148,0.99957,,,0.13599,0.8966,0,-0.15432,ENSG00000173875,0.02735,0.0,0.0,0.0225,0.30985,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.32058,1.2,-0.87942,
Mup20,,False,False,-0.26893,1.03766,,,1.03766,0.88889,0.12296,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.00218,,,,,,,,,resting,1.0,1.0,0.00218,,,,,,,,,0,0.0,,0.03266,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.32046,1.2,-0.87954,
Otulin,,False,False,0.16154,0.68498,,,0.68498,0.75,0.40425,False,False,KO_promotes_maturation,1.0,OTULIN,True,ortholog_one2one,-0.27597,-0.09595,0.2903,0.83273,-0.20829,shared,True,False,-0.06997,hypertrophic,0.02216,resting,0.0429,True,False,,,,False,-0.0064,0.98516,0.23317,0.02313,-0.02215,0.59188,prehypertrophic,4.77178,hypertrophic,5.37379,hypertrophic,4.47864,resting,4.97876,resting,6.16664,resting,6.03067,,,resting,3.0,6.0,6.16664,0.53909,0.35731,0.0336,0.99957,-0.7718,1.0,-0.02227,0.97976,0,-0.86952,ENSG00000154124,0.02156,0.07,0.0,0.00347,0.25539,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.32021,1.2,-0.87979,
Ifi208,,False,False,-0.13287,0.50835,,,0.50835,0.57143,0.6318,False,False,KO_promotes_maturation,1.0,IFI16,False,ortholog_one2many,,,,,,,,,,,,resting,0.31645,True,False,1.0,1.0,9.0,True,,,,,,,,,,,,,,,resting,0.0,resting,0.0,,,resting,2.0,2.0,0.0,0.94346,,,,,,-0.44612,0.87985,0,-0.10673,ENSG00000163565,0.016,0.0,0.10414,0.02563,0.23014,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31993,1.2,-0.88007,
Olfr45,,False,False,0.00757,0.76727,,,0.76727,0.5,0.52154,False,False,KO_promotes_maturation,1.0,,False,,0.3512,0.3512,0.64278,0.66585,-0.70241,hypertrophic,False,False,0.63865,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,resting,0.03473,,,,,,,,,,,resting,1.0,1.0,0.03473,,,,,,,,,0,0.0,,0.02415,0.01638,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31982,1.2,-0.88018,
Esrra,,False,False,0.17593,0.41323,,,0.41323,1.0,0.28416,False,False,KO_promotes_maturation,1.0,ESRRA,True,ortholog_one2one,0.48112,0.33747,0.70002,0.75141,-0.33677,shared,False,False,0.71352,hypertrophic,0.00548,proliferative,0.04654,True,False,,,,False,-0.13211,0.29705,-0.26583,0.29942,0.03122,0.58978,prehypertrophic,2.83367,resting,2.60681,resting,1.92801,hypertrophic,1.89788,resting,2.46561,resting,2.17017,,,resting,4.0,6.0,2.83367,0.33163,0.86798,-0.02081,0.99957,0.28664,1.0,0.13639,0.91843,0,-0.883,ENSG00000173153,0.01301,0.02045,0.0,0.00377,0.33769,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31963,1.2,-0.88037,
St8sia5,,False,False,-0.13467,1.4085,,,1.4085,0.75,0.35429,False,False,KO_promotes_maturation,1.0,ST8SIA5,True,ortholog_one2one,,,,,,,,,,proliferative,0.15622,resting,0.62655,True,False,,,,False,,,,,,,,,,,resting,0.00674,,,resting,0.36839,hypertrophic,0.37653,,,resting,2.0,3.0,0.37653,,,0.21215,0.99957,,,0.03376,0.96661,0,-0.00581,ENSG00000101638,0.04434,0.0,0.0,0.05074,0.23783,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31953,1.2,-0.88047,
Dlg3,,False,False,0.11178,0.97108,,,0.97108,0.75,0.4246,False,False,KO_promotes_maturation,1.0,DLG3,True,ortholog_one2one,-0.2177,-0.30872,0.5307,0.34926,-0.52888,hypertrophic,False,False,-0.17609,resting,0.52539,perichondrium,0.16914,True,False,,,,False,0.02446,0.87504,-0.34952,0.00062,0.07267,0.01903,resting,3.13136,resting,3.5177,resting,2.70345,hypertrophic,3.7639,prehypertrophic,3.81111,proliferative,3.00333,,,resting,3.0,6.0,3.81111,-0.20983,0.91444,-0.26136,0.77463,-0.67031,1.0,0.83718,0.68393,0,-0.17187,ENSG00000082458,0.03057,0.0,0.0,0.0137,0.30852,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31891,1.2,-0.88109,
Lce1b,,False,False,-0.22464,0.78658,,,0.78658,1.0,0.11709,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,proliferative,0.63278,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.10835,,,,,,,,,resting,1.0,1.0,0.10835,,,-2.75221,,,,,,0,0.23209,,0.02476,0.0,0.16397,0.0,0.17261,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31879,1.2,-0.88121,
Fbxo44,,False,False,-0.19922,0.12733,,,0.19922,0.5,0.76858,False,False,KO_promotes_maturation,1.0,FBXO44,True,ortholog_one2one,-0.23018,-0.63959,0.51855,0.38955,2.43982,proliferative,True,False,-0.4079,resting,0.11592,perichondrium,0.20668,True,False,,,,False,0.1137,0.65213,-0.68023,0.01434,0.23615,0.00411,resting,2.4355,resting,3.26907,resting,2.06865,hypertrophic,2.25561,prehypertrophic,2.13088,proliferative,1.78131,,,resting,3.0,6.0,3.26907,-0.67537,0.85082,0.14796,0.99957,-0.10987,1.0,0.14324,0.91843,0,-0.56667,ENSG00000132879,0.00627,0.07,0.0,0.01674,0.27845,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31869,1.2,-0.88131,
Clcn4,,False,False,-0.1852,1.14299,,,1.14299,0.75,0.3644,False,False,KO_promotes_maturation,1.0,CLCN4,True,ortholog_one2one,,,,,,,,,,,,proliferative,0.14078,True,False,,,,False,0.0649,0.63573,-0.07006,0.35328,0.09086,0.01901,prehypertrophic,5.28225,hypertrophic,5.10952,resting,4.07528,resting,5.77774,prehypertrophic,5.42649,resting,5.54195,,,resting,3.0,6.0,5.77774,0.06701,0.93793,,,,,-0.18801,0.89184,0,-0.32323,ENSG00000073464,0.03598,0.0,0.0,0.0114,0.29699,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31867,1.2,-0.88133,
Ifnb1,,False,False,0.09582,1.45415,,,1.45415,1.0,0.18414,False,False,KO_promotes_maturation,1.0,IFNB1,True,ortholog_one2one,,,,,,,,,,resting,0.43914,perichondrium,0.46708,True,False,,,,False,,,,,,,,,,,resting,0.00197,,,resting,0.0,,,,,resting,2.0,2.0,0.00197,,,1.12603,,,,,,0,0.10241,ENSG00000171855,0.04577,0.0,0.0,0.03782,0.24607,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31867,1.2,-0.88133,
Gbp9,,False,False,0.05165,1.0113,,,1.0113,1.0,0.28939,False,False,KO_promotes_maturation,1.0,GBP6,False,ortholog_one2many,-1.96595,-0.53595,0.15369,0.74822,-4.04965,hypertrophic,False,False,-1.46222,,,resting,0.19961,True,False,,,,False,,,,,,,proliferative,0.07298,,,proliferative,0.08869,resting,0.0,resting,0.0,resting,0.08025,,,resting,3.0,5.0,0.08869,2.03856,0.41966,0.03189,0.99957,-1.41108,1.0,0.53394,0.87985,0,-0.25073,ENSG00000183347,0.03183,0.0,0.0,0.01616,0.30251,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31861,1.2,-0.88139,
Pgm1,,False,False,-0.15837,0.18065,,,0.18065,0.5,0.90005,False,False,KO_promotes_maturation,1.0,PGM1,True,ortholog_one2one,0.77276,0.27801,0.00527,0.57637,-1.27784,hypertrophic,False,True,0.86224,proliferative,0.0042,prehypertrophic,0.17102,True,False,,,,False,0.04211,0.79125,-0.08476,0.32962,-0.21604,0.00587,resting,3.81735,prehypertrophic,2.86113,proliferative,5.25599,resting,5.00009,resting,5.82328,prehypertrophic,5.87229,proliferative,7.92471,resting,3.0,7.0,7.92471,-0.34964,0.65129,0.02424,0.99957,0.48939,1.0,-0.31384,0.87985,0,-0.73097,ENSG00000079739,0.00569,0.08334,0.0,0.01385,0.26594,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31855,1.2,-0.88145,
Usp17ld,,False,False,-0.4205,1.00625,,,1.00625,0.71429,0.24637,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.01252,,,,,,,,,resting,1.0,1.0,0.01252,1.65153,,,,0.85525,1.0,,,0,0.0,,0.03168,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31848,1.2,-0.88152,
Coro6,,False,False,-0.03913,0.17986,,,0.17986,0.5,0.92938,False,False,KO_promotes_maturation,1.0,CORO6,True,ortholog_one2one,-1.88996,-1.1315,0.04489,0.23476,-0.81363,hypertrophic,False,False,-1.81569,proliferative,0.22304,resting,0.66346,True,False,,,,False,0.18903,0.54381,-0.27055,0.44317,,,resting,0.32117,prehypertrophic,0.1246,resting,0.17257,hypertrophic,0.8789,resting,0.12071,hypertrophic,1.27554,,,resting,3.0,6.0,1.27554,0.93109,,0.044,0.99957,,,0.35294,0.89338,0,0.11166,ENSG00000167549,0.00566,0.0,0.0,0.05373,0.33011,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31839,1.2,-0.88161,
Tssk3,,False,False,-0.11944,0.15793,,,0.15793,0.5,0.91691,False,False,KO_promotes_maturation,1.0,TSSK3,True,ortholog_one2one,0.64153,1.51921,0.42272,0.29285,-2.00176,hypertrophic,True,False,1.61649,hypertrophic,0.43046,proliferative,0.2507,True,False,,,,False,,,,,,,,,resting,0.02635,hypertrophic,0.27344,,,resting,0.10128,prehypertrophic,0.14477,,,resting,2.0,4.0,0.27344,,,0.16424,,,,-0.03915,0.9828,0,-0.1736,ENSG00000162526,0.00497,0.11212,0.0,0.0203,0.22505,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31835,1.2,-0.88165,
Pcdhb9,,False,False,-0.17223,0.13034,,,0.17223,0.75,0.87057,False,False,KO_promotes_maturation,1.0,PCDHB4,False,ortholog_one2many,-1.68685,-0.6461,0.15642,0.66992,-0.41192,shared,True,False,-1.35591,resting,0.28048,proliferative,0.13728,True,False,,,,False,-0.06488,0.79542,-0.08723,0.7221,0.68129,0.00012,resting,0.31358,resting,0.31144,resting,0.20685,hypertrophic,0.2747,proliferative,0.59486,hypertrophic,0.16709,,,resting,3.0,6.0,0.59486,0.94228,,0.02543,0.99957,,,0.68391,0.87985,0,-0.47495,ENSG00000081818,0.00542,0.07,0.0,0.01112,0.28543,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31808,1.2,-0.88192,
Prcd,,False,False,-0.0957,0.2563,,,0.2563,0.5,0.85822,False,False,KO_promotes_maturation,1.0,PRCD,True,ortholog_one2one,,,,,,,,,,,,resting,0.53517,True,False,,,,False,0.04156,0.89364,0.02845,0.9064,,,,,hypertrophic,1.45923,resting,0.63347,,,resting,0.81259,resting,1.27418,,,resting,3.0,4.0,1.45923,-0.2772,,,,,,-0.2895,0.87985,0,0.16282,ENSG00000214140,0.00807,0.0,0.0,0.04334,0.33401,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31801,1.2,-0.88199,
Gml2,,False,False,-0.46951,0.99369,,,0.99369,1.0,0.13651,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,resting,0.89465,,,,,,,,,resting,1.0,1.0,0.89465,,,,,,,,,0,0.0,,0.03128,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31769,1.2,-0.88231,
Zfhx2os,,False,False,-0.12918,0.16036,,,0.16036,1.0,,False,False,KO_promotes_maturation,1.0,,False,,-0.35335,-0.23636,0.41068,0.53558,1.27311,proliferative,False,False,-0.21503,proliferative,0.19711,,,False,False,2.0,2.0,13.39794,True,,,,,,,resting,0.02812,,,resting,0.02431,,,prehypertrophic,0.31199,proliferative,0.04176,,,resting,2.0,4.0,0.31199,,,,,,,,,0,-0.2372,,0.00505,0.0,0.16397,0.0,0.22021,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31744,1.2,-0.88256,
Olfr222,,False,False,-0.25016,0.98447,,,0.98447,0.75,0.50215,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,,,,,resting,0.0,,,,,resting,1.0,1.0,0.0,,,,,,,,,0,0.0,,0.03099,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31711,1.2,-0.88289,
Slfn14,,False,False,-0.10183,0.94974,,,0.94974,1.0,0.21917,False,False,KO_promotes_maturation,1.0,SLFN14,True,ortholog_one2one,-2.5657,-1.887,0.15066,0.43651,-1.28209,hypertrophic,False,False,-2.76427,,,,,False,False,,,,False,,,,,,,,,,,resting,0.01031,hypertrophic,0.2747,resting,0.12071,resting,0.337,,,resting,3.0,4.0,0.337,-0.50708,,0.4603,,1.1628,1.0,,,0,0.0,ENSG00000236320,0.0299,0.0,0.0,0.0,0.32161,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31708,1.2,-0.88292,
Dffb,,False,False,0.16514,0.33499,,,0.33499,0.75,0.61422,False,False,KO_promotes_maturation,1.0,DFFB,True,ortholog_one2one,-0.68796,-1.28535,0.40288,0.42563,2.8957,proliferative,False,False,-1.14107,resting,0.22093,hypertrophic,0.10734,True,False,,,,False,-0.45439,0.00971,0.23639,0.11461,-0.04017,0.53421,resting,2.70017,resting,3.37902,resting,1.71374,prehypertrophic,1.55902,prehypertrophic,3.27665,resting,1.58045,prehypertrophic,4.92988,resting,4.0,7.0,4.92988,-0.89958,0.6334,0.00529,0.99957,1.26565,1.0,-0.31612,0.87985,0,-0.57599,ENSG00000169598,0.01055,0.0,0.0,0.00869,0.36107,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.3169,1.2,-0.8831,
Fut7,,False,False,0.03125,1.50587,,,1.50587,1.0,0.14182,False,False,KO_promotes_maturation,1.0,FUT7,True,ortholog_one2one,-0.77086,-1.56615,0.56071,0.31936,-1.78356,hypertrophic,True,False,-1.38465,hypertrophic,0.24592,proliferative,0.02017,True,False,,,,False,,,,,,,,,,,proliferative,0.02455,resting,0.0,,,resting,0.0,,,resting,2.0,3.0,0.02455,,,2.31619,,,,,,0,-0.65649,ENSG00000180549,0.0474,0.07,0.0,0.00163,0.18828,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31673,1.2,-0.88327,
Pnldc1,,False,False,-0.06318,0.57547,,,0.57547,0.5,0.59086,False,False,KO_promotes_maturation,1.0,PNLDC1,True,ortholog_one2one,-0.91829,-0.64001,0.04147,0.432,3.29869,proliferative,True,False,-0.85393,proliferative,0.1477,perichondrium,0.00594,True,False,,,,False,0.29578,0.25535,1.11103,0.0,0.09919,0.48482,resting,0.15257,resting,0.10813,resting,0.16569,,,proliferative,2.14616,proliferative,0.97752,,,resting,3.0,5.0,2.14616,1.98717,,-0.0435,0.99957,-0.63896,1.0,,,0,-0.77985,ENSG00000146453,0.01812,0.07,0.0,0.00048,0.26221,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31638,1.2,-0.88362,
Olfr804,,False,False,-0.14981,0.97137,,,0.97137,1.0,0.32188,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,resting,0.04291,,,,,,,,,,,resting,1.0,1.0,0.04291,,,,,,,,,0,0.0,,0.03058,0.0,0.16397,0.0,0.15494,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.31628,1.2,-0.88372,
